key,R,adam,best,alpha_best,rho_best,kappa_best,alpha_det,aGN,L0
"('wave', 0, 1250)",0.28243380996977235,7.29387279209176e-12,1.6436652247673668e-13,5,0.5,20.0,0,-25.19620705202372,2.4674444740558263e-14
"('wave', 0, 1300)",0.24555205344510259,6.756659271536159e-12,1.5849813878742028e-13,0,0.5,10.0,0,48.852449273892475,1.876566086904076e-14
"('wave', 0, 1350)",0.27629539522034813,4.935658072299227e-11,5.848318143107655e-14,10,0.5,5.0,5,-113.17397377000931,2.691182916413044e-14
"('wave', 0, 1400)",0.2814732380189119,7.443710830808809e-08,3.581380878570873e-13,5,0.5,5.0,5,-37.587876042106245,2.4760437918736175e-14
"('wave', 0, 1450)",0.21241655274336704,4.5217139943911807e-10,9.837235572707439e-14,5,0.5,inf,5,-27.85608806210028,1.9528994733656344e-14
"('wave', 0, 1500)",0.1946174130979188,3.483411913612455e-09,1.6701166602188767e-13,10,0.5,5.0,5,62.17214553179359,2.7107345903168528e-14
"('wave', 0, 1550)",0.24889406287622193,1.3738877114266588e-10,3.9241274202220257e-13,5,0.5,inf,5,57.173921378518465,2.0008079697582936e-14
"('wave', 0, 1600)",0.17205058536696294,1.0146097837547717e-07,3.278703870473682e-13,10,0.5,10.0,10,74.98372640102356,3.9669011683919986e-14
"('wave', 0, 1650)",0.27602729538532433,1.0503009166393128e-08,1.2201943425995154e-13,5,0.5,20.0,5,59.12399788320453,2.691182916413044e-14
"('wave', 0, 1700)",0.2141213086687611,3.2238136563133455e-08,5.162333302967973e-13,5,0.5,20.0,5,52.21451834702822,2.5333111879840498e-14
"('wave', 0, 1750)",0.2488940628762219,4.0228824762955435e-09,5.798927467809225e-13,0,0.5,5.0,5,57.8325136431617,2.0008079697582936e-14
"('wave', 0, 1800)",0.2479881711880245,1.0245429878386374e-06,4.1386084344999365e-13,10,0.5,5.0,10,51.97987688323825,2.0008079697582936e-14
"('wave', 0, 1850)",0.24401929812207115,4.6725102173448144e-07,8.028851896066906e-13,0,0.5,20.0,0,53.14190290242671,1.8822580411111533e-14
"('wave', 0, 1900)",0.18847808407365602,0.0004426015256434117,4.0634771819147666e-13,20,0.5,5.0,10,64.68033062606247,4.360194609843654e-14
"('wave', 0, 1950)",0.31481148760963773,1.1474341396263202e-07,6.356525311417927e-13,10,0.5,50.0,5,55.29248168682158,2.034430605873351e-14
"('wave', 1, 0)",0.21419195128577664,1.2124380404155837,1.1442305034158557,30,0.5,5.0,0,12.024340743077724,1.7640208231617365
"('wave', 1, 50)",0.5912549048063293,0.9747932134881983,0.809961657613681,30,0.5,5.0,20,5.284013335064355,0.7102690860498255
"('wave', 1, 100)",0.8504143852030461,0.6599117637661904,0.31173538142694995,15,0.5,10.0,0,-6.536193410141837,0.1549149596811855
"('wave', 1, 140)",0.9583164096741902,0.5689262631898352,0.021157110136171574,20,0.5,20.0,30,-69.97391383244053,0.007377154433674037
"('wave', 1, 150)",0.9313269204969068,0.30859745195780675,0.006987713302253749,10,0.5,5.0,10,0.32068378816733606,0.002403786294719211
"('wave', 1, 200)",0.826290637739648,0.2536834618025749,1.0699951075486079e-05,-10,0.5,10.0,-15,-6.756744274613785,2.942523002494855e-06
"('wave', 1, 230)",0.968409890313761,0.36785330441753783,3.953099156313106e-06,-30,0.5,5.0,-30,-21.497334779571183,5.066613889097435e-07
"('wave', 1, 250)",0.8738420908078828,0.18794234657137154,9.658584833065176e-08,5,0.5,5.0,30,2.4635187914615337,1.6289617039218234e-08
"('wave', 1, 290)",0.9570369570566519,0.23755999699052843,1.3562497752700363e-08,30,0.5,inf,30,-3.3206894332921792,8.98029874548117e-10
"('wave', 1, 300)",0.8843449866086732,0.11722037061409221,2.871032517017197e-09,-30,0.5,10.0,-30,-9.445219974195144,2.966110719595693e-10
"('wave', 1, 350)",0.8853203229605384,4.70490615552153e-08,6.389642162338832e-12,-5,0.5,5.0,-15,1.159777906886785,1.6191452360914048e-12
"('wave', 1, 400)",0.2899873765464611,1.8004290490625541e-13,4.4104074874709856e-14,5,0.5,10.0,-5,75.14779477314448,2.0484333352866634e-14
"('wave', 1, 450)",0.2829417519281646,9.93299819070557e-14,2.0484333352866634e-14,-5,0.5,5.0,0,114.90632522568603,2.29245187574189e-14
"('wave', 1, 500)",0.25413408230676543,3.173273443263064e-13,1.7814053968421817e-14,20,0.5,5.0,0,-41.70066014594267,2.046576000664002e-14
"('wave', 1, 550)",0.2316947091521662,1.1285958633627456e-11,3.082079918276625e-14,0,0.5,20.0,5,-129.00830920307217,1.7516073875255447e-14
"('wave', 1, 600)",0.2719871355823698,6.461652331210832e-13,6.352346204350543e-14,0,0.5,50.0,0,-38.881164044515316,1.996369490346149e-14
"('wave', 1, 650)",0.27117365542589184,1.4849192704353305e-11,3.660128796407761e-14,10,0.5,5.0,5,-63.50397030821658,1.984647622867533e-14
"('wave', 1, 700)",0.25146602356386916,3.878778610623855e-13,3.079473448622429e-14,10,0.5,20.0,0,-142.4683429592105,1.8106690972314056e-14
"('wave', 1, 750)",0.27163094193676834,1.818721755825803e-11,6.336338771514697e-14,10,0.5,5.0,5,-62.569850330336884,1.984647622867533e-14
"('wave', 1, 800)",0.22779447272532524,4.884905463196275e-13,3.108955260956755e-14,-5,0.5,20.0,0,13.784383022225002,2.057590045496996e-14
"('wave', 1, 850)",0.2899873765464611,5.23781748064082e-13,3.181202923689976e-14,5,0.5,50.0,0,-54.558964890633234,2.0484333352866634e-14
"('wave', 1, 900)",0.20809904018494668,9.736578143467006e-13,5.562765790017692e-14,5,0.5,5.0,0,26.42764408883519,1.9655226371083823e-14
"('wave', 1, 950)",0.25347475689767185,5.039601088127734e-11,1.0633403990153146e-13,0,0.5,20.0,0,-53.02089180027458,2.043954557918234e-14
"('wave', 1, 1000)",0.25347475689767185,3.2040780034949143e-12,1.060440173937801e-13,10,0.5,10.0,0,-55.6456097356297,2.043954557918234e-14
"('wave', 1, 1050)",0.25572054525452276,3.516604352275586e-11,1.6459464862726113e-13,0,0.5,inf,0,43.09059082840374,2.2379148636314057e-14
"('wave', 1, 1100)",0.28266641013025706,1.4837354496884684e-11,1.0747770258847839e-13,5,0.5,10.0,0,21.855766585986988,2.177151948090884e-14
"('wave', 1, 1150)",0.25146602356386916,3.107151984216434e-12,9.91695702097674e-14,-5,0.5,10.0,0,-150.10927871225556,1.8106690972314056e-14
"('wave', 1, 1200)",0.2716309419367683,1.6063803308384906e-11,3.162165599666522e-13,5,0.5,5.0,0,-56.10049341610969,1.984647622867533e-14
"('wave', 1, 1250)",0.1952014366531043,0.0058343112119314065,9.920977277265542e-14,10,0.5,20.0,5,-125.2116813235668,2.4350054247139316e-14
"('wave', 1, 1300)",0.2899873765464612,5.940499726534642e-12,9.93492982521127e-14,0,0.5,5.0,0,-21.905146339589443,2.0484333352866634e-14
"('wave', 1, 1350)",0.2529743098678901,7.898744784593995e-11,2.0448149463935245e-13,0,0.5,inf,0,19.14256123159734,1.8305493550735794e-14
"('wave', 1, 1400)",0.20831379417264037,2.9830985828954494e-10,1.445279454254277e-13,10,0.5,5.0,0,-146.8473206994142,1.9637290867442323e-14
"('wave', 1, 1450)",0.2899873765464612,3.807525879452582e-12,9.936721214855583e-14,-5,0.5,10.0,0,112.19906396000361,2.0484333352866634e-14
"('wave', 1, 1500)",0.21784886247696836,4.0373209316007076e-12,9.930406133441047e-14,0,0.5,10.0,0,8.179809174959294,2.508616283923116e-14
"('wave', 1, 1550)",0.2514660235638692,2.57323969888345e-11,1.4491803121306546e-13,10,0.5,5.0,0,4.371029352903215,1.8106690972314056e-14
"('wave', 1, 1600)",0.27779453214964445,5.6897653575338703e-11,6.519676389282038e-13,5,0.5,20.0,0,29.533427008517407,2.4507832080150445e-14
"('wave', 1, 1650)",0.23168018958464917,2.7359050335736e-06,2.9791215287482257e-13,5,0.5,5.0,5,-123.01970097188914,1.7539483469856563e-14
"('wave', 1, 1700)",0.23121986191830535,2.9454592895425566e-11,2.9554557185094967e-13,5,0.5,20.0,0,24.76387485666585,1.7450516242955672e-14
"('wave', 1, 1750)",0.24980396915602454,6.561527947031919e-07,1.0927980314914162e-12,10,0.5,50.0,0,-134.58772685902753,1.8226451104657126e-14
"('wave', 1, 1800)",0.25626236433653243,1.9179106329823363e-10,9.325951522293722e-13,10,0.5,5.0,0,28.88869739857478,2.2379148636314057e-14
"('wave', 1, 1850)",0.2518015816131106,2.8169066953150297e-06,4.1148020266487987e-13,0,0.5,10.0,0,20.09513613655293,1.8251713268145152e-14
"('wave', 1, 1900)",0.21784886247696839,1.7360835935702675e-07,4.873342503848069e-13,10,0.5,10.0,0,-138.48762442515405,2.508616283923116e-14
"('wave', 1, 1950)",0.23121986191830535,1.4625529846312186e-10,7.704470679730138e-13,5,0.5,10.0,0,-44.64866609895661,1.7450516242955672e-14
"('wave', 2, 0)",0.1894384797756009,1.195064369332037,1.0960939168991173,30,0.5,5.0,30,10.917228630568095,1.6677953248432331
"('wave', 2, 50)",0.5535600429231322,0.9198559916231851,0.7698658148357851,-30,0.5,5.0,15,1.7872928848563117,0.6473837849938806
"('wave', 2, 100)",0.8235859939678541,0.8413208671249915,0.1993385805830308,30,0.5,5.0,30,10.950050050808878,0.10185793688329181
"('wave', 2, 130)",0.9558557575689667,0.1457502698803145,0.02641142947246993,0,0.5,5.0,-5,-1.754901334899872,0.009723921888680659
"('wave', 2, 150)",0.870998725185502,0.1042969598208915,0.002788211180511587,-5,0.5,5.0,-30,4.671594506675752,0.000856292581470889
"('wave', 2, 200)",0.8775072826511252,0.03153482330489859,2.1988973862255334e-05,-30,0.5,5.0,-30,-15.519599995810761,3.5717659713074545e-06
"('wave', 2, 210)",0.9654847236675869,0.03253147186250816,1.1169122163812834e-05,-30,0.5,5.0,-30,46.53325516172121,1.8268389058861343e-06
"('wave', 2, 250)",0.4958709749643266,2.706349378761265e-06,2.8433118645864335e-08,-5,0.5,5.0,0,-0.8836362643225635,7.599566807619798e-10
"('wave', 2, 270)",0.976224078956058,0.00012626648330123165,1.347711446494843e-08,-20,0.5,10.0,-20,52.96607804871964,2.456134570626945e-09
"('wave', 2, 300)",0.9136434847386731,5.3789149277494875e-05,6.821365806219097e-10,30,0.5,5.0,20,-27.230399500312597,4.679058925667662e-11
"('wave', 2, 350)",0.8792334897895648,7.757583416907136e-08,2.7822383425707277e-12,0,0.5,10.0,-15,0.48666051336333843,5.175897470836699e-13
"('wave', 2, 400)",0.31706995806625504,1.2184884333061155e-13,2.3027593599430498e-14,-15,0.5,20.0,-5,53.24735852551497,2.2799470841337768e-14
"('wave', 2, 450)",0.19477740615533615,3.2599184262461094e-14,1.975151351554867e-14,-10,0.5,20.0,0,-141.30769821749203,1.9880486045599938e-14
"('wave', 2, 500)",0.19951331595194235,5.2672656278424606e-14,1.9676868231722432e-14,-5,0.5,20.0,0,-137.76325069170568,1.9676868231722432e-14
"('wave', 2, 550)",0.2419794546404572,2.1847315245290839e-13,3.708371649135187e-14,-30,0.5,10.0,-5,-51.572679605222085,2.1862230578472687e-14
"('wave', 2, 600)",0.2641299833573642,6.736980864770215e-10,3.719915295605116e-14,-15,0.5,inf,-5,38.268263213490165,2.428093075712558e-14
"('wave', 2, 650)",0.25420955273073964,4.016060860753403e-13,3.806658340594782e-14,-10,0.5,50.0,0,34.50938315110488,2.6907441555821387e-14
"('wave', 2, 700)",0.18395016704928008,9.199444307032509e-14,1.9880486045599938e-14,0,0.5,5.0,0,28.92721730323969,2.2452108933868655e-14
"('wave', 2, 750)",0.2921278305374978,1.7329133183314388e-13,2.4744353595731665e-14,10,0.5,5.0,5,-56.942928766143595,2.5129614065533253e-14
"('wave', 2, 800)",0.19951331595194235,2.0327159843617122e-13,2.8335377721201894e-14,30,0.5,5.0,0,30.430950192056848,1.9676868231722432e-14
"('wave', 2, 850)",0.19477740615533617,9.417562416670581e-14,1.9676868231722432e-14,5,0.5,10.0,0,-137.37940326417007,1.9880486045599938e-14
"('wave', 2, 900)",0.2398004863100457,8.783703501172159e-13,6.136511297734747e-14,5,0.5,5.0,0,-46.13627080232417,2.2366171577312637e-14
"('wave', 2, 950)",0.19477740615533615,1.427268643208124e-13,1.9676868231722432e-14,5,0.5,5.0,0,-142.69544797477826,1.9880486045599938e-14
"('wave', 2, 1000)",0.19951331595194238,2.760500271564849e-13,2.864642971619516e-14,30,0.5,5.0,5,-143.16947592425595,1.9676868231722432e-14
"('wave', 2, 1050)",0.21392331903182574,1.7944391208617407e-12,6.430356395521011e-14,-5,0.5,5.0,0,36.82607019653465,3.1848642328151814e-14
"('wave', 2, 1100)",0.19951331595194235,4.571601386533711e-13,3.024676630389144e-14,0,0.5,5.0,0,-131.59336991665765,1.9676868231722432e-14
"('wave', 2, 1150)",0.31706995806625504,6.875181916513568e-13,3.4595767071263565e-14,0,0.5,5.0,0,-70.26750594669814,2.2799470841337768e-14
"('wave', 2, 1200)",0.29922285065629084,8.149896202083577e-13,3.4590177054779215e-14,-5,0.5,10.0,5,-58.791927032284086,2.3376777169994458e-14
"('wave', 2, 1250)",0.2997175091927458,2.3407029744061115e-06,5.866948258534473e-14,10,0.5,50.0,5,-53.251134263331174,2.3423468723954313e-14
"('wave', 2, 1300)",0.2987561072878271,9.516612644558718e-09,3.526958620342477e-14,10,0.5,10.0,10,-36.305245031260306,2.344348031499446e-14
"('wave', 2, 1350)",0.24222984691147897,1.0002499546872708e-11,2.175288035245317e-13,-5,0.5,10.0,0,-39.62980223084337,2.1862230578472687e-14
"('wave', 2, 1400)",0.19949367664178094,1.986529377897177e-12,5.2672656278424606e-14,0,0.5,50.0,5,-126.31042086162716,1.9676868231722432e-14
"('wave', 2, 1450)",0.19477740615533617,1.5280153106734514e-12,5.2672656278424606e-14,0,0.5,5.0,0,-116.1191578999355,1.9880486045599938e-14
"('wave', 2, 1500)",0.19951331595194235,1.9498847386854416e-12,3.019367004293106e-14,-5,0.5,5.0,0,-132.76354375076986,1.9676868231722432e-14
"('wave', 2, 1550)",0.14010044615224856,1.715769717571275e-12,5.2672656278424606e-14,0,0.5,20.0,0,-0.5901229513794756,2.92936987963108e-14
"('wave', 2, 1600)",0.19951331595194238,5.8580100888086095e-12,9.160718146428276e-14,0,0.5,20.0,0,-109.13800685760467,1.9676868231722432e-14
"('wave', 2, 1650)",0.26166742462782094,1.2009447595701696e-09,3.1736615632923424e-13,-5,0.5,10.0,-5,34.11829462526001,2.434623719063791e-14
"('wave', 2, 1700)",0.2398004863100457,3.002505563438004e-11,3.041575589243329e-13,-5,0.5,5.0,0,115.76931722289001,2.2366171577312637e-14
"('wave', 2, 1750)",0.2710165536326345,3.252347993203581e-11,5.215820452420203e-13,0,0.5,5.0,0,33.91784502096691,2.4724053799803886e-14
"('wave', 2, 1800)",0.26199361902787016,3.069783570842747e-11,3.9432838826790606e-13,-10,0.5,5.0,0,42.16223858676745,2.4266574301213727e-14
"('wave', 2, 1850)",0.24197945464045717,4.909071383218367e-11,4.953041653705765e-13,5,0.5,5.0,0,-46.82717488173875,2.1862230578472687e-14
"('wave', 2, 1900)",0.18455766913338356,1.3682328136376031e-11,1.454669258308031e-13,0,0.5,10.0,0,-166.8481497640591,2.2452108933868655e-14
"('wave', 2, 1950)",0.19922604974966307,1.5489277293773412e-08,9.160718146428276e-14,10,0.5,5.0,5,-125.48825703517362,1.9676868231722432e-14
"('wave', 3, 0)",0.23641511787195732,1.2326619445828633,1.1577291632073432,30,0.5,5.0,0,-5.917033622683893,1.8135285453230126
"('wave', 3, 50)",0.5785765214267263,1.0142944105643736,0.8239290103606893,-30,0.5,5.0,30,10.505931244395132,0.7008936809009964
"('wave', 3, 100)",0.8596040382970395,1.1098294340602581,0.28546672439019793,20,0.5,20.0,15,4.978783554084907,0.1307602877880676
"('wave', 3, 140)",0.9459761893366446,0.6011605765609999,0.032682783354673645,-30,0.5,10.0,-30,67.98369709365322,0.00573352784361782
"('wave', 3, 150)",0.9079374109085872,0.09756247836936537,0.005747065503869449,-10,0.5,5.0,0,-4.218684118228728,0.001804431225792763
"('wave', 3, 200)",0.8322278781719624,0.33888172747972645,1.0588961440586015e-05,-20,0.5,5.0,-15,-10.270699877512365,2.646552115388925e-06
"('wave', 3, 230)",0.932997549099088,0.3461720821126356,3.4142644568265575e-06,-30,0.5,5.0,-30,-9.364978011505153,3.867440240428878e-07
"('wave', 3, 240)",0.9541456513298622,0.3705762406454946,8.27250777952372e-07,15,0.5,5.0,20,-30.205481751930044,8.859983003870531e-08
"('wave', 3, 250)",0.8636879134460016,0.198254019470493,1.1806959640153042e-07,20,0.5,5.0,20,4.270050829473835,1.0566686966065133e-08
"('wave', 3, 300)",0.8797131139749245,0.254063298880136,1.6292524566896148e-09,30,0.5,5.0,30,17.59006473232391,2.2467025508505496e-10
"('wave', 3, 350)",0.9262332951254092,0.03732135115164136,5.979901577274181e-12,-5,0.5,10.0,-10,1.00110907584012,1.3841775461507022e-12
"('wave', 3, 400)",0.31623237184467495,2.602551543488072e-13,3.7116139477397376e-14,15,0.5,5.0,0,-6.33266956653346,2.2648837036379723e-14
"('wave', 3, 450)",0.21961915151694467,0.006414556664336382,2.0959720734917205e-14,10,0.5,5.0,10,-121.68520130524907,2.0916200128808576e-14
"('wave', 3, 500)",0.17998312379314782,1.062694828003067e-13,2.0959720734917205e-14,0,0.5,10.0,0,11.32414713166179,3.10112442891197e-14
"('wave', 3, 550)",0.19848976757257253,3.695756782142536e-09,1.7279948665375133e-13,0,0.5,50.0,0,-38.609691374785,2.9183370284224666e-14
"('wave', 3, 600)",0.2243304144171466,4.047947857989562e-12,6.612830798353486e-14,-5,0.5,50.0,-5,-38.73731003173021,2.1855462858669012e-14
"('wave', 3, 650)",0.2766654159513883,5.568528374363105e-13,3.831723107639463e-14,-5,0.5,10.0,0,40.65137442165629,2.8940254950304766e-14
"('wave', 3, 700)",0.22918504875474827,0.46054099997388853,3.2988233828595915e-13,-10,0.5,5.0,-10,-36.25255054924672,2.2005764007723732e-14
"('wave', 3, 750)",0.21295897432501087,9.421396278619204e-13,3.997338245006471e-14,-10,0.5,5.0,0,-27.816270075422615,2.381499172429879e-14
"('wave', 3, 800)",0.22660494156671743,4.064394866576044e-13,3.373277807631998e-14,10,0.5,50.0,0,-129.89812266754558,2.105861305816009e-14
"('wave', 3, 850)",0.320829905122764,0.0002970938112712779,3.816379153778082e-14,5,0.5,50.0,5,-58.30771232757093,2.209749088460138e-14
"('wave', 3, 900)",0.25096906235078764,2.218067643494515e-09,6.491685638171793e-14,5,0.5,10.0,5,26.28797810438307,3.14864035289423e-14
"('wave', 3, 950)",0.2259679912690637,0.3278401811629433,6.82330752093926e-11,-15,0.5,5.0,-10,3.1722592139767025,2.1493923220753655e-14
"('wave', 3, 1000)",0.22040895772977698,0.01818443429883795,6.091488796281838e-14,-5,0.5,5.0,-5,-28.76352836370238,2.0959720734917205e-14
"('wave', 3, 1050)",0.22040895772977698,5.773691130354926e-12,1.0786341387489013e-13,0,0.5,10.0,0,-24.60828216500482,2.0959720734917205e-14
"('wave', 3, 1100)",0.2828591886126556,3.628980390042564e-12,1.70083971313483e-13,0,0.5,50.0,0,38.31780792443777,2.5386894928960065e-14
"('wave', 3, 1150)",0.23579306656121385,0.8959527632015487,3.617872621895347e-11,0,0.75,5.0,10,-0.05435944473990645,3.3123061656403516e-14
"('wave', 3, 1200)",0.3162323718446749,1.8167588149133123e-11,3.218523551402484e-13,0,0.5,50.0,0,4.066269076259937,2.2648837036379723e-14
"('wave', 3, 1250)",0.22040895772977695,8.656436116722084e-05,6.692491827958844e-14,10,0.5,5.0,5,22.763656265382263,2.0959720734917205e-14
"('wave', 3, 1300)",0.19693504609413803,0.8139562853102251,8.488172478722507e-12,10,0.75,5.0,10,-92.72698049756296,2.7505371652690227e-14
"('wave', 3, 1350)",0.3162323718446749,1.4182188987770446e-11,2.434754358768612e-13,5,0.5,50.0,0,26.086914796227404,2.2648837036379723e-14
"('wave', 3, 1400)",0.2897945867770519,1.0602498757815421e-11,2.441054681863976e-13,-5,0.5,5.0,0,43.76754709582105,2.3265380184401487e-14
"('wave', 3, 1450)",0.21295897432501082,5.7656616922492495e-12,1.0814956114070027e-13,0,0.5,5.0,0,-30.5113874194531,2.381499172429879e-14
"('wave', 3, 1500)",0.2233796288118162,2.0518428177699205e-11,2.4785544981202383e-13,0,0.5,5.0,0,-100.52599946657882,2.1817170088104514e-14
"('wave', 3, 1550)",0.32082990512276394,1.8712942452289003e-10,1.1082233351500527e-13,10,0.5,5.0,0,-66.81080885402969,2.209749088460138e-14
"('wave', 3, 1600)",0.3208299051227638,2.223823840774627e-11,2.0148326491097633e-13,5,0.5,5.0,0,82.44592714364333,2.209749088460138e-14
"('wave', 3, 1650)",0.2766654159513884,2.398265664676451e-10,1.57156904874673e-12,0,0.5,inf,0,31.816173492000438,2.8940254950304766e-14
"('wave', 3, 1700)",0.22501032004558058,1.8672156830239456e-10,1.1548884659963287e-12,-5,0.5,10.0,0,-88.01255565617095,2.1868793480762215e-14
"('wave', 3, 1750)",0.18149629427424807,0.7309398787762831,0.00014993635321313827,10,0.5,10.0,-10,-39.18983808562207,3.121735923728867e-14
"('wave', 3, 1800)",0.18565517635114764,5.1975321214798414e-11,3.1309844773734135e-13,0,0.5,10.0,0,-107.43842121891413,2.827898360052515e-14
"('wave', 3, 1850)",0.2871633560527523,0.8833307051319506,1.9736359283645676e-07,-5,0.5,inf,-5,27.786600186698934,2.409875048559264e-14
"('wave', 3, 1900)",0.19332619330956477,0.7913691074575493,1.0458455206479383e-08,-5,0.5,50.0,-5,54.17487847677249,5.0758123721490385e-14
"('wave', 3, 1950)",0.3162323718446749,1.4482348952219503e-10,1.7875954209831344e-12,5,0.5,inf,0,22.190091095842146,2.2648837036379723e-14
"('wave', 4, 0)",0.3105193018565962,1.294133340689288,1.1192574763323295,30,0.5,5.0,30,28.350548393687603,1.7144378153715638
"('wave', 4, 50)",0.6978791183123456,0.8648994326861325,0.738793118847681,-30,0.5,5.0,30,15.756394482053585,0.6697646065768239
"('wave', 4, 100)",0.8713423742690243,0.5163977490846144,0.29849279393614303,-30,0.5,5.0,-30,39.477258836618,0.1862426801493032
"('wave', 4, 150)",0.9507306830664355,0.03946523327626082,0.013967788021311236,-30,0.5,5.0,-5,16.80246762288363,0.006311052624184093
"('wave', 4, 170)",0.9813845208686777,0.005793484760681252,0.0018349414642858048,10,0.5,5.0,-5,-28.634536655909745,0.0007305942047496236
"('wave', 4, 200)",0.978979887748253,7.803394972392562e-05,1.7794829473541593e-05,20,0.5,5.0,0,5.892769157243516,4.156572482309903e-06
"('wave', 4, 250)",0.9574872316392471,1.3029458771336713e-06,4.1162637666473343e-07,-30,0.5,5.0,0,15.427335781004365,1.5444086854456613e-07
"('wave', 4, 270)",0.987963573957457,1.6312169084474475e-07,3.4091036017114965e-08,30,0.5,5.0,10,-24.150723361787264,1.0610935665410451e-08
"('wave', 4, 300)",0.9803280353618808,1.426395826444265e-09,2.7313172439317074e-10,-30,0.5,5.0,-30,-19.72362821580256,1.4905883640147715e-10
"('wave', 4, 330)",0.9834024174614121,5.02498772020603e-10,1.0034373256767411e-10,30,0.5,5.0,5,27.3778012963944,3.0679018714356026e-11
"('wave', 4, 350)",0.8415701246419013,2.5900668205511628e-11,2.77970693660628e-12,-30,0.5,5.0,-15,10.549127503460065,4.367686266853453e-13
"('wave', 4, 400)",0.6480156507088587,6.309216848265147e-13,9.357486386337425e-14,10,0.5,10.0,10,-66.01843608079875,4.341722744816451e-14
"('wave', 4, 450)",0.2770230608423155,3.590607476195343e-13,2.6449138699643107e-14,15,0.5,10.0,5,103.04207039562472,2.1748258751035855e-14
"('wave', 4, 500)",0.2503673321185854,3.5652383680766363e-13,2.5701261138000648e-14,-5,0.5,5.0,0,23.10040778868561,1.961607737401664e-14
"('wave', 4, 550)",0.27098091548493675,2.6812471161383758e-12,5.964435781646407e-14,5,0.5,5.0,0,-53.729671717508225,2.0482197459609467e-14
"('wave', 4, 600)",0.2971899852269871,6.430834756541331e-13,2.9738665167931866e-14,-15,0.5,5.0,0,-55.459137470805814,1.835692772803155e-14
"('wave', 4, 650)",0.2464905673109455,1.5697126965527205e-12,3.855273849762275e-14,10,0.5,20.0,0,32.23698057176455,2.1260690972362805e-14
"('wave', 4, 700)",0.29733237617552005,1.7009445202685734e-12,5.161154773937795e-14,-5,0.5,10.0,5,122.69688835447135,1.835692772803155e-14
"('wave', 4, 750)",0.2618897281698032,5.11385788346543e-12,8.021254944314833e-14,30,0.5,5.0,0,32.808625246920826,1.9456446270355114e-14
"('wave', 4, 800)",0.26982358616538865,1.419882452286544e-11,1.4534340189365645e-13,-5,0.5,5.0,0,-53.98044966821412,2.043942264449593e-14
"('wave', 4, 850)",0.2389882673205727,4.4541601612065e-12,7.903136500772515e-14,15,0.5,5.0,0,-144.85036100986923,2.2219091606232416e-14
"('wave', 4, 900)",0.24617812633352068,2.0566886042299228e-12,5.365893305380444e-14,15,0.5,inf,5,-143.6238903344284,2.1213442148296653e-14
"('wave', 4, 950)",0.26967955822513384,1.6721215079659708e-11,2.1409369214804472e-13,5,0.5,5.0,0,-52.031959197150876,1.9194553754004587e-14
"('wave', 4, 1000)",0.27007665879506665,2.0095561374831247e-11,2.9121161809273084e-13,0,0.5,5.0,0,-51.894715229847726,1.9185053421020002e-14
"('wave', 4, 1050)",0.2504000574664945,7.424576965747e-12,1.0259949045805466e-13,5,0.5,5.0,5,-139.35517207114958,1.961607737401664e-14
"('wave', 4, 1100)",0.2971424743418837,3.822174143614666e-11,1.9172485360253304e-13,30,0.5,5.0,5,-51.41505861447807,1.842899887351157e-14
"('wave', 4, 1150)",0.2971424743418837,4.04022226595419e-11,2.0324993212821252e-13,0,0.5,5.0,5,-50.92342907905374,1.842899887351157e-14
"('wave', 4, 1200)",0.23920975316725196,1.3358933832564748e-11,9.695113317820375e-14,15,0.5,5.0,0,-138.81270752516082,2.2315385979874884e-14
"('wave', 4, 1250)",0.27025606204053304,1.736377817588766e-10,1.3201062786850294e-12,-30,0.5,5.0,0,-52.09229372510925,1.920430418739657e-14
"('wave', 4, 1300)",0.2971424743418836,6.580142564704811e-11,3.2095072888201867e-13,-30,0.5,5.0,5,-52.66272399797871,1.842899887351157e-14
"('wave', 4, 1350)",0.24612508990008505,1.984983791383314e-11,1.6224507035730414e-13,20,0.5,5.0,0,35.347120038183746,2.1264441382045877e-14
"('wave', 4, 1400)",0.2971424743418837,1.3270644754939676e-10,4.4329343742780626e-13,5,0.5,5.0,5,34.098561384560156,1.842899887351157e-14
"('wave', 4, 1450)",0.25084982417564433,2.9225946634722677e-10,1.0173216457460172e-12,10,0.5,5.0,-30,23.909290883127632,1.9575094707598122e-14
"('wave', 4, 1500)",0.25114844959351257,7.809966828660303e-11,2.9970032917523656e-13,5,0.5,5.0,0,31.742472324266572,2.0908099287385904e-14
"('wave', 4, 1550)",0.2970368561254094,1.7760027149262862e-10,7.21151976803546e-13,0,0.5,5.0,0,44.176296233816785,1.8337282646939995e-14
"('wave', 4, 1600)",0.2508573253751745,1.7768424481464812e-10,6.856207798781445e-13,-10,0.5,5.0,0,-55.32838622961385,2.0862796950988243e-14
"('wave', 4, 1650)",0.2382988141799872,5.511076225848104e-10,1.6059907976863701e-12,20,0.5,5.0,0,33.543806379247975,2.2378967708458117e-14
"('wave', 4, 1700)",0.2695512784167886,8.234753198835147e-10,2.2007177939359336e-12,0,0.5,5.0,0,-49.207443744001544,1.9203825506810374e-14
"('wave', 4, 1750)",0.2971424743418837,1.3366117974000677e-09,2.0020262735453277e-12,-20,0.5,5.0,5,-53.526845731326254,1.842899887351157e-14
