key,R,adam,best,alpha_best,rho_best,kappa_best,alpha_det,aGN,L0
"('wave', 4, 1800)",0.27102071421474866,1.0320005866155273e-09,3.668893760221551e-12,5,0.5,5.0,0,-54.24364822169168,2.0495725936009462e-14
"('wave', 4, 1850)",0.26986634645777835,2.2566186624396793e-09,6.7798473136251265e-12,-5,0.5,5.0,-30,-51.174598664933605,1.9166702353518548e-14
"('wave', 4, 1900)",0.26984823393360297,2.936753166628243e-09,5.459960829553411e-12,30,0.5,5.0,0,-51.795951868390574,2.0404735728731844e-14
"('wave', 4, 1950)",0.2504000574664944,5.480338027429761e-10,1.174455388406675e-12,5,0.5,5.0,0,-139.89196852384762,1.961607737401664e-14
"('wave', 5, 0)",0.18998405576156524,1.3001960602364706,1.163670174616641,30,0.5,5.0,30,18.697455492039897,1.7868687952116813
"('wave', 5, 50)",0.5884171424274408,0.9208384909605732,0.7837629287140389,-30,0.5,5.0,-30,10.09855605158862,0.7068430029636091
"('wave', 5, 100)",0.8460930477856375,0.5769341138979045,0.2532424890530846,20,0.5,5.0,-10,-5.5137900169506135,0.139506087873266
"('wave', 5, 140)",0.9564188120933681,0.12035618733765391,0.01316688713312988,-30,0.5,5.0,-30,-29.645500825520784,0.004550433215132521
"('wave', 5, 150)",0.9301397923478857,0.03809245745414228,0.0038764159516076918,30,0.5,5.0,30,15.880466744393418,0.001192753008240056
"('wave', 5, 200)",0.920551839822197,0.0008405148325087429,1.518890551114076e-05,-30,0.5,5.0,-30,-24.705261172093252,5.357746841648203e-06
"('wave', 5, 220)",0.9697742912186856,0.0002078080332032508,4.646472845668526e-06,-15,0.5,5.0,-20,-8.419596279816655,9.356251593670541e-07
"('wave', 5, 250)",0.6234492094212651,1.3970968694559103e-06,3.509095171308219e-08,10,0.5,5.0,5,0.5456393131170073,9.330937393487403e-10
"('wave', 5, 290)",0.9654083994154764,8.943611506265932e-08,2.14171456050745e-09,-30,0.5,5.0,10,8.65160407020113,4.509847848179762e-10
"('wave', 5, 300)",0.8432814565949787,2.5440376920807746e-09,3.604160990696848e-10,-5,0.5,5.0,0,-1.2420768724161386,4.958850458774282e-11
"('wave', 5, 350)",0.895862841953493,3.2972958150174343e-09,4.3126078134376125e-12,-30,0.5,10.0,-30,-15.938880912526685,5.185995102974829e-13
"('wave', 5, 400)",0.28167497326762864,1.4879316870911096e-13,2.6338663071444638e-14,-30,0.5,5.0,-5,-46.26910220363394,2.2575051094730975e-14
"('wave', 5, 450)",0.25785287021865383,3.081726618003002e-13,3.593224614464518e-14,10,0.5,inf,0,-54.088498585009624,2.1724543925062152e-14
"('wave', 5, 500)",0.2499064585001898,5.815899097113548e-14,1.9795556402160725e-14,5,0.5,5.0,20,-120.61506680506659,2.0331775232855106e-14
"('wave', 5, 550)",0.2881023380420695,2.1554017793724735e-13,2.3049433023543457e-14,15,0.5,5.0,5,-44.29838056140182,2.504369810753226e-14
"('wave', 5, 600)",0.2817219729913343,9.73490495881751e-14,2.2170267938725596e-14,0,0.5,5.0,5,-48.24973873445751,2.2524350961823285e-14
"('wave', 5, 650)",0.20610177839942173,2.648211836792444e-11,1.9795556402160725e-14,10,0.5,5.0,10,30.188269781131666,2.2666137262941944e-14
"('wave', 5, 700)",0.2363276396097622,2.7805267607117565e-12,2.0289388986355437e-14,5,0.5,5.0,10,-145.54258884397373,1.9795556402160725e-14
"('wave', 5, 750)",0.23637322185450524,9.942385461101361e-11,1.9795556402160725e-14,10,0.5,5.0,15,-137.0150529642493,1.9829060864463395e-14
"('wave', 5, 800)",0.23632763960976216,2.1451149364713402e-13,2.256463821397704e-14,15,0.5,5.0,10,2.187965679965325,1.9795556402160725e-14
"('wave', 5, 850)",0.30678066835407947,5.294850208336255e-13,3.5142050404972316e-14,0,0.5,10.0,0,-112.90677129081048,2.2327499196323015e-14
"('wave', 5, 900)",0.25000783656281694,2.93850615149316e-13,2.157333900578243e-14,-5,0.5,5.0,0,-1.6541258964852001,2.0289388986355437e-14
"('wave', 5, 950)",0.23632763960976222,3.8143889025939183e-13,3.100103145705554e-14,0,0.5,10.0,0,-10.777429377124452,1.9795556402160725e-14
"('wave', 5, 1000)",0.23632763960976222,3.9414893296426844e-13,2.8353996653910972e-14,15,0.5,10.0,5,-26.05491575343262,1.9795556402160725e-14
"('wave', 5, 1050)",0.2861505565646201,7.910156507083571e-13,3.508435203328709e-14,0,0.5,10.0,0,-79.45104484205689,2.4885196280041237e-14
"('wave', 5, 1100)",0.250007836562817,8.015506183741126e-12,3.0455427577538555e-14,10,0.5,5.0,5,-136.8806798926391,2.0289388986355437e-14
"('wave', 5, 1150)",0.30678066835407947,1.9400977134056554e-12,3.8915608963242024e-14,0,0.5,5.0,0,-56.41559084182848,2.2327499196323015e-14
"('wave', 5, 1200)",0.2813065278476312,2.3943721972053676e-12,3.835097946143554e-14,10,0.5,5.0,0,-60.60403031505057,2.2533019850310868e-14
"('wave', 5, 1250)",0.2573551684388379,1.5215563568713937e-11,2.5332764040879273e-13,-15,0.5,5.0,0,101.83012777397354,2.172567704887982e-14
"('wave', 5, 1300)",0.27671900240276004,1.7654280413771127e-11,2.823025371204008e-13,-15,0.5,5.0,0,22.830617996814997,2.2548695672989583e-14
"('wave', 5, 1350)",0.23585072821756267,2.6980417065570827e-09,5.616779502937178e-14,10,0.5,5.0,5,19.946655900655276,1.9809339192510354e-14
"('wave', 5, 1400)",0.1984835115302536,1.5504284001418614e-11,4.8272587844159556e-14,20,0.5,10.0,5,28.932797772538564,2.6616301103798843e-14
"('wave', 5, 1450)",0.23632763960976222,4.798268880237944e-09,5.2726432222962206e-14,10,0.5,10.0,5,-129.9761049223083,1.9795556402160725e-14
"('wave', 5, 1500)",0.27802948748300615,5.194614524552728e-11,6.46766303819952e-13,-10,0.5,5.0,0,1.1038606554291965,2.2329067032429455e-14
"('wave', 5, 1550)",0.2817219729913343,1.8500894832532846e-11,1.5195997557385342e-13,5,0.5,5.0,0,-90.70136456994017,2.2524350961823285e-14
"('wave', 5, 1600)",0.25785287021865383,5.360368964570339e-11,5.121366188879499e-13,-10,0.5,5.0,0,95.52849626031646,2.1724543925062152e-14
"('wave', 5, 1650)",0.1984835115302536,1.4294806030358986e-11,9.808535308761873e-14,10,0.5,5.0,0,-151.32970021762327,2.6616301103798843e-14
"('wave', 5, 1700)",0.2881023380420695,3.444242045388547e-11,1.9970702030234665e-13,5,0.5,5.0,0,-50.929950729586,2.504369810753226e-14
"('wave', 5, 1750)",0.257147529887736,1.244355061522474e-10,1.1363713661783352e-12,0,0.5,5.0,0,-64.45333582488736,2.1966999134558328e-14
"('wave', 5, 1800)",0.20602175245460444,1.161216457817793e-09,3.4516054867974833e-13,10,0.5,5.0,5,-109.14257134092237,2.275728714519454e-14
"('wave', 5, 1850)",0.30678066835407947,4.31269367591477e-10,3.865460400563977e-13,0,0.5,5.0,5,-45.80938696110021,2.2327499196323015e-14
"('wave', 5, 1900)",0.25192606272101153,4.1850083292343444e-11,2.5370635083626617e-13,0,0.5,5.0,0,70.81906748600204,2.960712881963221e-14
"('wave', 5, 1950)",0.2578528702186539,2.407253149929743e-10,1.244100259428556e-12,10,0.5,5.0,0,-50.60216601212033,2.1724543925062152e-14
"('wave', 6, 0)",0.2753053252422517,1.4078942522352702,1.238612645279459,30,0.5,10.0,30,6.965501196974469,1.970446891918034
"('wave', 6, 50)",0.5985343213356686,0.9679451618836709,0.800477893311195,-30,0.5,5.0,-30,15.464226475412252,0.7085322919074809
"('wave', 6, 100)",0.8833476623927258,0.6596937873227336,0.23498712014562514,30,0.5,10.0,30,1.5240021023222654,0.12456360799735915
"('wave', 6, 140)",0.9686212341423543,0.04950702282381249,0.012637169397018429,20,0.5,5.0,10,-26.941603393715322,0.004846268761230735
"('wave', 6, 150)",0.9412086558987498,0.01612844276441819,0.004392712947986255,-5,0.5,5.0,-5,5.929832492867364,0.0015072313581379608
"('wave', 6, 200)",0.8831963114629799,0.00010374704137344464,7.428574998767524e-06,-30,0.5,10.0,-30,0.15166117620190875,2.730551704288344e-06
"('wave', 6, 220)",0.9560063897757411,1.809841574427776e-05,3.0018360455508094e-06,30,0.5,5.0,5,26.956178537895006,9.406855633252902e-07
"('wave', 6, 230)",0.9629541538869661,7.906404268696104e-06,1.0712829806754098e-06,-20,0.5,5.0,-10,-38.791413269455724,3.148053496030105e-07
"('wave', 6, 250)",0.8740044147272458,9.236070644166352e-07,4.8834837908293405e-08,30,0.5,5.0,10,-10.743288223113206,7.018621336618688e-09
"('wave', 6, 300)",0.9009157869971315,7.267017111351069e-09,7.190987712635568e-10,-30,0.5,5.0,-10,22.21211577067973,1.7317437546285388e-10
"('wave', 6, 350)",0.9181311580623985,4.1124777776626184e-11,4.0124607729174715e-12,15,0.5,5.0,10,-3.5099888080025017,1.1203394950026117e-12
"('wave', 6, 400)",0.28788105918976253,1.209671522675967e-13,2.1936447316110494e-14,30,0.5,5.0,5,-56.305263204072816,2.1410007987415468e-14
"('wave', 6, 450)",0.25559183671673363,2.428773903956819e-13,2.92519348318037e-14,-30,0.5,10.0,0,85.21138588462466,2.086036122504272e-14
"('wave', 6, 500)",0.2646628226849261,5.682324092038172e-14,1.9412371135933686e-14,15,0.5,5.0,5,158.34369747047975,2.1187428004083016e-14
"('wave', 6, 550)",0.2765703074952268,5.374720617906218e-13,3.8974671650276865e-14,0,0.5,5.0,0,56.60312903825048,2.2181064876900336e-14
"('wave', 6, 600)",0.24276572870343505,9.906771300676645e-14,2.1384175275148678e-14,10,0.5,50.0,-15,150.76410481206273,1.9412371135933686e-14
"('wave', 6, 650)",0.2649652341885892,1.0192067515054748e-13,2.1187428004083016e-14,-15,0.5,10.0,0,-29.015308960085147,2.126581024238297e-14
"('wave', 6, 700)",0.25559183671673363,9.628381521278384e-13,5.982452280466359e-14,-15,0.5,5.0,0,-117.05676749354348,2.086036122504272e-14
"('wave', 6, 750)",0.23582074901408312,1.4987042740149075e-13,1.9373786894441623e-14,-15,0.5,5.0,-5,137.6764236283358,2.3311190789270644e-14
"('wave', 6, 800)",0.24441139796262307,1.7561238933661547e-12,6.793405850335947e-14,5,0.5,5.0,5,60.312131502953676,2.413654764458048e-14
"('wave', 6, 850)",0.2871787612268413,1.4813237673146425e-11,2.43023326827178e-14,-30,0.5,5.0,-5,55.6243121720471,2.1777522225643606e-14
"('wave', 6, 900)",0.2556002317927231,3.919573158461535e-12,6.649283205580505e-14,5,0.5,5.0,5,-114.07311432066815,2.093456878754527e-14
"('wave', 6, 950)",0.24366677142953316,5.370489134112209e-12,1.1294351363121446e-13,20,0.5,5.0,5,65.02704187556363,2.425045701966844e-14
"('wave', 6, 1000)",0.23621296503228376,4.433420352880155e-13,2.613228832882619e-14,-30,0.5,5.0,0,135.51348329952287,2.322836765887219e-14
"('wave', 6, 1050)",0.25635468179030185,2.3349461843307404e-11,1.0093099955021876e-13,20,0.5,5.0,5,-116.14868829002847,2.093456878754527e-14
"('wave', 6, 1100)",0.24426344192367086,5.487290848711679e-13,2.946674786151695e-14,0,0.5,inf,0,-16.800547569777997,1.945268880083023e-14
"('wave', 6, 1150)",0.3003689773940634,1.4750510561005338e-12,2.994390118008358e-14,-5,0.5,5.0,-5,53.34969707946383,2.2284126204600097e-14
"('wave', 6, 1200)",0.24806282377159158,1.484295297650607e-11,1.7716374074340289e-13,5,0.5,5.0,5,57.135282930121456,2.334451470964389e-14
"('wave', 6, 1250)",0.24339269130457247,1.4751003920420137e-12,2.979161664880549e-14,-10,0.5,5.0,-5,-9.855967426690206,1.945268880083023e-14
"('wave', 6, 1300)",0.2646628226849261,1.537942349680554e-12,3.065317020938873e-14,-5,0.5,5.0,0,-26.6131931317269,2.1187428004083016e-14
"('wave', 6, 1350)",0.2557369138564129,2.612854619085133e-11,1.878525911311042e-13,15,0.5,5.0,5,-114.63182337743912,2.093456878754527e-14
"('wave', 6, 1400)",0.2649814011212445,1.6376906917204876e-11,2.4844404794331806e-13,30,0.5,5.0,0,-37.28941751709172,2.422195688158637e-14
"('wave', 6, 1450)",0.2646628226849261,3.3136880518598743e-12,5.682324092038172e-14,-5,0.5,10.0,0,-34.79631337988039,2.1187428004083016e-14
"('wave', 6, 1500)",0.25559183671673363,5.1722576965621984e-11,3.7202090687356487e-13,20,0.5,5.0,5,-109.88082484497068,2.086036122504272e-14
"('wave', 6, 1550)",0.2879415387416838,2.3390045509998898e-11,7.371118200195952e-14,-10,0.5,5.0,-5,64.91904958677002,2.1580563878219194e-14
"('wave', 6, 1600)",0.24791233040806634,4.013274331081759e-10,5.407507528548457e-13,10,0.5,5.0,5,-85.47000731235245,2.677092955268235e-14
"('wave', 6, 1650)",0.25559183671673363,8.198317438512421e-11,3.584256660435285e-13,5,0.5,5.0,5,-113.58330286509057,2.0873977924208968e-14
"('wave', 6, 1700)",0.24272963177840748,1.7950266073024434e-11,1.5959673351318274e-13,0,0.5,5.0,0,0.7682207417318014,1.9425987835099932e-14
"('wave', 6, 1750)",0.24276572870343505,1.0249914013656363e-11,1.5506828121548498e-13,10,0.5,5.0,0,-30.548328929918046,1.9412371135933686e-14
"('wave', 6, 1800)",0.2878810591897625,1.0808065915912928e-11,1.0221491123239691e-13,-5,0.5,5.0,0,58.80592455749902,2.1582173310831547e-14
"('wave', 6, 1850)",0.24276572870343505,2.8757404425961057e-11,2.397712577199591e-13,5,0.5,5.0,0,-20.748155993608044,1.9425987835099932e-14
"('wave', 6, 1900)",0.2878810591897625,2.064392511911086e-11,1.819552739500942e-13,0,0.5,5.0,0,54.29111019605282,2.1410007987415468e-14
"('wave', 6, 1950)",0.265008014663974,1.0030919206902901e-10,1.151950374467517e-12,5,0.5,5.0,0,-24.513039280219903,2.422195688158637e-14
"('wave', 7, 0)",0.30458088442248704,1.2363294972919407,1.144421753006786,30,0.5,20.0,15,15.963104179321501,1.7737950133574116
"('wave', 7, 50)",0.6442998954018168,0.9039535971879912,0.7409112399723441,-20,0.5,5.0,-30,5.705965127216158,0.6410428306452398
"('wave', 7, 100)",0.8605440523871583,0.6751628291263141,0.23302785847498605,20,0.5,5.0,-30,2.4873844884218514,0.1183620135813989
"('wave', 7, 140)",0.9672825627180159,0.15266802641456378,0.015947665246505576,-30,0.5,5.0,30,9.65328988829895,0.006718596231402189
"('wave', 7, 150)",0.9466540403464906,0.09430636647469022,0.006908573370639727,-30,0.5,5.0,-30,-13.470627678411919,0.0024847782794215193
"('wave', 7, 200)",0.4571005351682822,0.0021639595522909057,6.503124915912583e-07,-30,0.5,5.0,-20,-18.165704089918453,1.3469886220234496e-07
"('wave', 7, 230)",0.9629620813053794,5.075914758918367e-06,1.040223625421815e-06,-15,0.5,5.0,5,57.614858136666605,4.157731658751763e-07
"('wave', 7, 250)",0.9629814316321315,2.677171279583261e-05,1.837026643524708e-07,-20,0.5,5.0,-20,-4.2070254023619835,4.7417652597193925e-08
"('wave', 7, 300)",0.9170439047058937,1.6843215048898706e-07,7.131732860503366e-10,-30,0.5,5.0,-15,-2.0184172366410307,2.4476729580743666e-10
"('wave', 7, 350)",0.8593584191019679,1.973512006465649e-09,8.602556904967544e-13,15,0.5,5.0,20,-4.132911032292916,3.847462133874413e-13
"('wave', 7, 400)",0.25177675903441643,1.8756256790696942e-13,3.501370047675116e-14,5,0.5,50.0,-5,42.69645945550599,2.0610632115252755e-14
"('wave', 7, 450)",0.2517767590344165,2.3400102421169617e-13,3.3899094340859765e-14,30,0.5,10.0,0,37.52773576161623,2.0610632115252755e-14
"('wave', 7, 500)",0.3141154984868614,1.0245579201608996e-13,2.0214131110887736e-14,-10,0.5,10.0,0,42.8999459681633,2.0292860639884265e-14
"('wave', 7, 550)",0.19882858041823706,1.0062459164652908e-13,2.0531309036397042e-14,-20,0.5,10.0,-5,125.16040649122753,2.5229174712729786e-14
"('wave', 7, 600)",0.2148673565245815,1.5855496181111425e-13,2.0531250369794962e-14,-20,0.5,10.0,-10,127.28017942624895,2.164627391713693e-14
"('wave', 7, 650)",0.313911306407397,1.5549607331466474e-13,2.1261208261604492e-14,15,0.5,5.0,0,52.59350175907926,2.0292860639884265e-14
"('wave', 7, 700)",0.20719216434868062,1.2956524029506494e-12,3.461254855678093e-14,5,0.5,20.0,0,143.96815971826217,2.0670298970662454e-14
"('wave', 7, 750)",0.2542619172425286,1.1152808428799495e-12,6.527047862787882e-14,0,0.5,inf,0,56.25313311889784,2.1609697160571258e-14
"('wave', 7, 800)",0.2542619172425286,9.447252064458322e-13,5.372558608329816e-14,-5,0.5,5.0,0,58.8262071844965,2.1609697160571258e-14
"('wave', 7, 850)",0.31831010924267517,1.1336352985494987e-12,3.359069232914754e-14,15,0.5,5.0,5,-122.68593410041828,2.0468922923828075e-14
"('wave', 7, 900)",0.27058967822802704,1.92860363814097e-12,1.0566994261423721e-13,5,0.5,20.0,0,-35.59797669225476,2.1258022972898165e-14
"('wave', 7, 950)",0.21511344789678075,5.144121894302638e-13,3.3063838337648683e-14,-5,0.5,5.0,0,132.38868639778227,2.164627391713693e-14
"('wave', 7, 1000)",0.2147643856439027,2.579295900798465e-12,3.8889841343528044e-14,-5,0.5,5.0,-5,130.40233858772274,2.1629414316779898e-14
"('wave', 7, 1050)",0.3183101092426751,1.2911199879482245e-12,3.255997696502603e-14,5,0.5,5.0,0,49.10933282069934,2.0468922923828075e-14
"('wave', 7, 1100)",0.20683044272217097,1.4898544688146242e-12,6.113576247737637e-14,0,0.5,10.0,0,127.48166387699236,2.0531309036397042e-14
"('wave', 7, 1150)",0.31831010924267517,4.330862020564161e-12,7.90600291389632e-14,10,0.5,5.0,0,49.52206056461912,2.0468922923828075e-14
"('wave', 7, 1200)",0.25177675903441643,5.693650412240492e-12,1.0421754788358308e-13,-5,0.5,5.0,0,58.69907717764702,2.0610632115252755e-14
"('wave', 7, 1250)",0.25426191724252856,1.257856708711366e-11,2.3621699664794045e-13,-10,0.5,5.0,0,61.73992916430458,2.1609697160571258e-14
"('wave', 7, 1300)",0.3137203935219582,1.9939686313956438e-11,5.93642125748334e-14,5,0.5,5.0,-5,36.39925446320812,2.0222484194266517e-14
"('wave', 7, 1350)",0.3182075739245353,2.651394297893876e-12,5.893982957263766e-14,5,0.5,10.0,0,38.73694483758094,2.0468922923828075e-14
"('wave', 7, 1400)",0.31831010924267517,6.948930220042734e-12,9.978657923981008e-14,0,0.5,10.0,0,44.903717885669494,2.0468922923828075e-14
"('wave', 7, 1450)",0.2151226240231907,3.850346405223324e-12,6.881934030811627e-14,-10,0.5,5.0,0,141.7800946757748,2.164627391713693e-14
"('wave', 7, 1500)",0.25201741472668115,4.914861892026153e-11,3.629863624952703e-13,10,0.5,5.0,0,50.679549842903924,2.0610632115252755e-14
"('wave', 7, 1550)",0.1984928980074727,9.241861561456948e-12,1.0062459164652908e-13,-10,0.5,5.0,0,118.54346714453649,2.5229174712729786e-14
"('wave', 7, 1600)",0.2080455461964234,1.0867775570007729e-11,1.5802952364971203e-13,0,0.5,20.0,0,119.92398979483967,2.4243304169547963e-14
"('wave', 7, 1650)",0.31832315105298287,1.9100178552411495e-11,1.5843968992831635e-13,0,0.5,5.0,0,30.231140686198064,2.043816289800461e-14
"('wave', 7, 1700)",0.21509502166060138,1.555720678385062e-10,3.076826557970773e-13,5,0.5,20.0,5,-12.277455085128665,2.164627391713693e-14
"('wave', 7, 1750)",0.25426191724252856,9.760860511419408e-11,9.631628005977508e-13,0,0.5,20.0,0,60.191888014905686,2.1609697160571258e-14
"('wave', 7, 1800)",0.27497864933767496,7.578708442574593e-11,6.669165829920631e-13,10,0.5,5.0,0,-37.689028079047965,2.1110181666913836e-14
"('wave', 7, 1850)",0.2520174147266811,9.122030893495706e-11,1.015446771487006e-12,5,0.5,10.0,0,38.38855457095292,2.0610632115252755e-14
"('wave', 7, 1900)",0.3048085164036494,4.748244649436564e-11,3.2851102561190733e-13,0,0.5,5.0,0,38.71944949985085,2.3333518145248636e-14
"('wave', 7, 1950)",0.2072402374358207,3.119929495546993e-08,4.400503080411171e-13,-10,0.5,5.0,0,126.68619077253769,2.069759246700826e-14
