task,seed,step,unit,feat,loss_tr,loss_va,Werr,R,mu,kappa,M2re,M2im,M3re,M3im,gmean,gabs
wave,0,90,0,0,0.24813717552755457,0.2580287675970299,1.05359245966174,0.18086211065274677,-1.3280960094218326,0.3678016916150937,-0.460413525581941,0.2160023160731635,0.01918710932269658,0.1625404175245842,0.41661181342603004,0.15033785988503084
wave,0,90,0,1,0.24813717552755457,0.2580287675970299,1.05359245966174,0.7020290673130306,1.6231900353425428,2.0189141849700674,-0.460413525581941,0.2160023160731635,-0.21340424554812934,-0.3730177803717045,0.3119954445088451,0.2906067810903888
wave,0,100,0,0,0.1442223477539325,0.15149384131604188,0.7839315844402767,0.08108436346822057,-1.516485527755693,0.16270475100942947,-0.45194398676597003,0.20838286270279924,0.04421746392201529,0.08180157914079192,0.3433898927219441,0.05419570359381818
wave,0,100,0,1,0.1442223477539325,0.15149384131604188,0.7839315844402767,0.7344039988357814,1.6556250007459983,2.239821837433867,-0.45194398676597003,0.20838286270279924,-0.28919385644356815,-0.3854186959950598,0.26439962125554234,0.25089877746682654
wave,0,110,0,0,0.07311424922303533,0.07768122100473972,0.547847981760997,0.01897046791840192,2.8992516903913454,0.03794776495067548,-0.4388301831390444,0.1000907803916537,0.044143470795220796,-0.02268365556165489,0.26794642507429417,0.014775614468743455
wave,0,110,0,1,0.07311424922303533,0.07768122100473972,0.547847981760997,0.7564530905205236,1.7042209108546322,2.417043421532935,-0.4388301831390444,0.1000907803916537,-0.17442640148803804,-0.3390419013279472,0.21072115205460074,0.20028698611031892
wave,0,120,0,0,0.03130504227236994,0.033674771166287885,0.36383453780846486,0.06658639049870932,1.0711387589718113,0.13346909903563473,-0.5243408903940644,0.039453983645490805,0.004231116211690168,-0.08747255120956361,0.1854303442668929,0.03517062506970546
wave,0,120,0,1,0.03130504227236994,0.033674771166287885,0.36383453780846486,0.7942377511367564,1.6837521513451248,2.7937810084253507,-0.5243408903940644,0.0394539836454908,-0.06969121465448419,-0.4163015582025213,0.14954313891030982,0.14428927342706818
wave,0,130,0,0,0.010882919316985476,0.011803308103814065,0.22072669766796948,0.08572359117245298,2.1294231495982556,0.1720809827060911,-0.7370945236422759,0.07314900538959344,0.0464482410026536,-0.10112547774901684,0.11064204841796059,0.026992674219553425
wave,0,130,0,1,0.010882919316985476,0.011803308103814065,0.22072669766796948,0.8457169168715178,1.5604544778938496,3.562631081862533,-0.7370945236422759,0.07314900538959344,-0.0382963578115782,-0.6620669773004423,0.09251454511448064,0.09163471280785551
wave,0,140,0,0,0.0030253261676301303,0.0032958404953430205,0.11783807417081402,0.07110501527718167,0.4239711509675532,0.1425710467271952,-0.8836301534726334,-0.015788449310985605,-0.10385510039479254,-0.03500602383558774,0.058745312455535235,0.008825196773170788
wave,0,140,0,1,0.0030253261676301303,0.0032958404953430205,0.11783807417081402,0.9142709605882963,1.6197728764148807,6.117010541159897,-0.8836301534726336,-0.015788449310985605,0.03842587176068821,-0.8366749539630719,0.05040994247296826,0.050146757778259284
wave,0,150,0,0,0.0006836473878036587,0.0007359406105893549,0.05184987013089609,0.058840699533948396,-1.907662077541607,0.11788570675139438,-0.4392433163895321,0.012605948479930636,0.028635074878192168,0.02722692739820476,0.029150764829973745,0.0034067286114726355
wave,0,150,0,1,0.0006836473878036587,0.0007359406105893549,0.05184987013089609,0.7793753613527884,1.7482530616002294,2.632343443071578,-0.4392433163895321,0.012605948479930634,-0.11264130620226348,-0.2677593696268475,0.023690808068755138,0.022309882512742952
wave,0,160,0,0,0.00011374551452989039,0.0001176560555165797,0.014738744527832503,0.2413662470466761,-1.3168011620731903,0.49747658337029743,0.02594279937031332,0.31127353180324446,0.11961872801898552,0.0558656402353628,0.012391825569966809,0.0050217140414356735
wave,0,160,0,1,0.00011374551452989039,0.0001176560555165797,0.014738744527832503,0.47626829138817595,1.8205429749644269,1.080990231004493,0.02594279937031332,0.3112735318032444,-0.30785655166899456,0.1299553536472957,0.00868261029424111,0.006419539553112261
wave,0,170,0,0,1.2928432373391822e-05,1.3094284307216652e-05,0.002715578395938538,0.3219780514341603,-1.309011105516971,0.68021922429023,0.20781144925090544,0.536880954834455,0.35610920459713674,-0.13792894748735252,0.004288294212126329,0.0022942901327563424
wave,0,170,0,1,1.2928432373391822e-05,1.3094284307216652e-05,0.002715578395938538,0.23170774345311004,-1.390338529541994,0.4764120952577883,0.20781144925090544,0.536880954834455,0.14918465624445257,-0.14391320236731514,0.0027429996809141457,0.0011131133265642038
wave,0,180,0,0,1.4270601724404421e-05,1.54956343118259e-05,0.008167829945582874,0.11118528590451565,0.4989504885127487,0.22375922271244236,-0.9254972104903949,0.02392125878306964,-0.2002603501733837,-0.04926671108748517,0.004038499460475116,0.00035494123666775874
wave,0,180,0,1,1.4270601724404421e-05,1.54956343118259e-05,0.008167829945582874,0.9731755482736762,-1.570454011380506,18.900000798197052,-0.9254972104903949,0.023921258783069638,0.0451535670842274,0.8919349768826352,0.003486299449064867,0.003482122060862731
wave,0,190,0,0,1.48316691106946e-05,1.594899354981393e-05,0.007865267589878329,0.10880080591585714,1.8655919619197068,0.21890225905978733,-0.5887171441294423,-0.02979732135380755,0.004812075229395405,-0.0749532741493244,0.004209018115244771,0.0009409517132300244
wave,0,190,0,1,1.48316691106946e-05,1.594899354981393e-05,0.007865267589878329,0.8223688514275235,-1.4460792999899448,3.1638393093339214,-0.5887171441294423,-0.029797321353807554,-0.020972494936591004,0.43497606908819886,0.003471025292085559,0.0033643851692524707
wave,0,200,0,0,7.358211857404823e-06,7.92610209388654e-06,0.00548461453921208,0.07863186708069057,1.4330697062229276,0.1577524177003813,-0.5322250190378246,0.07316376238646154,-0.037660017971464316,-0.04926890343885776,0.0029697775735681754,0.00047779538754443354
wave,0,200,0,1,7.358211857404823e-06,7.92610209388654e-06,0.00548461453921208,0.80640069431928,-1.485187264156929,2.941979310869786,-0.5322250190378246,0.07316376238646155,0.13385126487160193,0.3741695866556104,0.002437805416204177,0.002343527264671534
wave,0,210,0,0,2.0688420953944932e-06,2.2440986128123104e-06,0.00300763858496823,0.04174240773545089,3.1350320370658893,0.08355765424641078,-0.6234030900497026,-0.024215607205649487,0.0074881227349992046,0.023470740107184626,0.00156356266880055,9.771135015482672e-05
wave,0,210,0,1,2.0688420953944932e-06,2.2440986128123104e-06,0.00300763858496823,0.852905629743402,-1.4487094341169435,3.71237495799153,-0.6234030900497026,-0.024215607205649487,0.024510987392183717,0.49832025210998143,0.001311338933560603,0.0012798593121254422
wave,0,220,0,0,3.39922072619234e-07,3.6875097461782705e-07,0.00121221805298473,0.1792945459305942,-0.788877047971999,0.36450719254973685,-0.8783007129157621,0.010792729911804697,-0.2214338596998374,0.12208957458320115,0.0006215052596644808,0.00022879876368523135
wave,0,220,0,1,3.39922072619234e-07,3.6875097461782705e-07,0.00121221805298473,0.8293111638022027,-1.6708477318673152,3.2719465241012062,-0.8783007129157621,0.010792729911804693,0.09802288673059474,0.795530759403177,0.000516186386669809,0.0005122714273597308
wave,0,230,0,0,3.751548017142955e-08,3.838496789065371e-08,0.00019886262743735227,0.2728630484301719,-1.449842644706018,0.5673024072865201,0.12265575574258421,0.46338798828323463,0.10914852281458096,-0.11021145770596132,0.00022759122918952407,0.00011691555485727998
wave,0,230,0,1,3.751548017142955e-08,3.838496789065371e-08,0.00019886262743735227,0.356207079254806,-1.3410961348412365,0.7623898924919121,0.12265575574258421,0.4633879882832347,0.28421722492937573,-0.09227894513270837,0.0001503350790217874,8.243460532762311e-05
wave,0,240,0,0,2.3518993166693088e-08,2.4545873523997308e-08,0.00022534104305588153,0.051233292483492114,0.8049937033656033,0.1026013588456223,0.03891998863352706,0.321940186332995,0.10114072088953549,0.050928973364659874,0.0001737285005176672,2.5257896422909466e-05
wave,0,240,0,1,2.3518993166693088e-08,2.4545873523997308e-08,0.00022534104305588153,0.5320740502354966,1.8529745783556049,1.258531751144921,0.03891998863352707,0.3219401863329951,-0.4778939867613396,0.11213360267730448,0.00012644832018742007,9.589670176414697e-05
wave,0,250,0,0,2.203845132305625e-08,2.38677682328926e-08,0.0003026463055191659,0.12224956518360548,1.9228473644710269,0.24634889863791126,-0.6388147395400431,-0.04241910022231754,0.05348395800874441,-0.10767252421564866,0.00016072692546327397,5.137499915575813e-05
wave,0,250,0,1,2.203845132305625e-08,2.38677682328926e-08,0.0003026463055191659,0.7854856517581238,1.6699741029019994,2.6963529745851704,-0.638814739540043,-0.04241910022231754,0.12278695544886346,-0.5151307527059827,0.00013155671754636798,0.00012804096435132894
wave,0,260,0,0,1.1753512908425595e-08,1.2773087690959958e-08,0.00023030299865784917,0.06526564330070327,0.8122966609080704,0.13081027923835112,-0.8155629600080804,0.07846480410090356,-0.06448678724977086,-0.05484206100238481,0.00011591762412095691,2.4036758677007653e-05
wave,0,260,0,1,1.1753512908425595e-08,1.2773087690959958e-08,0.00023030299865784917,0.8833396854401371,1.5739095872323856,4.584563024315121,-0.8155629600080804,0.07846480410090356,-0.09788023724102955,-0.7670170222519272,9.830220806139576e-05,9.765717386262528e-05
wave,0,270,0,0,3.918393026911598e-09,4.193137012138317e-09,0.000126856338397943,0.045934114092819604,-1.8973964989907945,0.09196531695082341,-0.5130897823505975,0.023564388253136063,0.03350938665888019,0.012353977929860973,6.894025475656719e-05,5.09263162183458e-06
wave,0,270,0,1,3.918393026911598e-09,4.193137012138317e-09,0.000126856338397943,0.8045222723009999,1.708310595092199,2.9180250544127917,-0.5130897823505975,0.02356438825313607,-0.09811037559115636,-0.35435715917748056,5.647559463400249e-05,5.4020515391043226e-05
wave,0,280,0,0,6.505190302438763e-10,6.773609327068537e-10,4.6234851751105964e-05,0.17326828634647806,-1.4772885954602213,0.35186855669939154,-0.32393108370153334,0.10363212126246879,-0.008440849421856321,0.12385472746740978,2.8491369192111285e-05,1.0078076680953824e-05
wave,0,280,0,1,6.505190302438763e-10,6.773609327068537e-10,4.6234851751105964e-05,0.6914151580653176,1.7150377497778702,1.9545250156815053,-0.3239310837015333,0.10363212126246882,-0.1507491348228265,-0.13734279788318127,2.1916299552623715e-05,1.9808170411479308e-05
wave,0,290,0,0,6.875898221442535e-12,6.573719876128318e-12,3.2342781703513932e-06,0.7260867592992415,-1.3027282367185795,2.1791007349530496,-0.3427184058214613,-0.009437714538236453,0.09330987430482786,0.20297295534574084,3.4916286678111595e-06,3.1492303868060587e-06
wave,0,290,0,1,6.875898221442535e-12,6.573719876128318e-12,3.2342781703513932e-06,0.1591701131674295,1.337187947561644,0.32245795961184737,-0.3427184058214612,-0.009437714538236441,0.0492794306989803,-0.05906355700325836,1.9437423272637064e-06,6.394996036439729e-07
wave,0,300,0,0,6.408218783039952e-11,6.776424982383525e-11,1.5258348251297993e-05,0.12151989993972369,1.9810991530738373,0.24485637758539217,-0.4211192462696667,0.09366305517959489,-0.015692276891885282,-0.09444650721406596,8.870563924939678e-06,2.1205572337375944e-06
wave,0,300,0,1,6.408218783039952e-11,6.776424982383525e-11,1.5258348251297993e-05,0.7445390454555634,-1.4635569679515035,2.318141063993765,-0.4211192462696667,0.09366305517959489,0.1378560174111604,0.22202488580496788,7.032379683461012e-06,6.569486373557734e-06
wave,0,310,0,0,6.064725938140468e-11,6.431323868310438e-11,1.5488100103074157e-05,0.11759474417017902,1.2995593668823484,0.2368343895790174,-0.48873388897208997,0.020428116727646325,-0.015257785919330413,-0.07976022151138351,8.598498236078068e-06,2.0940882780166315e-06
wave,0,310,0,1,6.064725938140468e-11,6.431323868310438e-11,1.5488100103074157e-05,0.7873925352069613,-1.4276573061004296,2.7169822203950513,-0.48873388897208997,0.020428116727646328,0.08190833212428539,0.3165144801102062,6.937195654760958e-06,6.5691336858245896e-06
wave,0,320,0,0,2.1538747886630323e-11,2.3379344502277374e-11,9.794348817455431e-06,0.06574324580949369,2.508148254728544,0.13177166885945601,-0.7594087559461036,0.07977465976638075,0.06141742333272867,-0.008838817174590865,5.010909060530284e-06,3.056783988969058e-07
wave,0,320,0,1,2.1538747886630323e-11,2.3379344502277374e-11,9.794348817455431e-06,0.891526063903587,-1.5455025273925556,4.904246823800063,-0.7594087559461036,0.07977465976638075,0.11529429589999782,0.6791638109971697,4.251090494197705e-06,4.205659072421133e-06
wave,0,330,0,0,4.153571457704447e-12,4.564435569935661e-12,4.069903497894689e-06,0.11432024528863535,-1.4253337158574304,0.23015082716651433,-0.620763861136463,-0.05458497075889546,-0.06043592997538557,0.10711624606708525,2.2122094332612927e-06,7.04355063606107e-07
wave,0,330,0,1,4.153571457704447e-12,4.564435569935661e-12,4.069903497894689e-06,0.7894586510368798,-1.4611012326674424,2.7397016853837406,-0.620763861136463,-0.05458497075889546,-0.09557778345309523,0.5093234407330005,1.8064565339005025e-06,1.754527685483078e-06
wave,0,340,0,0,5.183010658438426e-13,5.258753153553146e-13,4.925845408077573e-07,0.32228938671362406,-1.216147489540652,0.6809527856614486,0.13311904318856121,0.5258029038429666,0.3539501765117203,-0.056617494329761264,8.522284408402653e-07,4.082873607967344e-07
wave,0,340,0,1,5.183010658438426e-13,5.258753153553146e-13,4.925845408077573e-07,0.22787053676928853,-1.3309664013832818,0.4680852347725476,0.13311904318856121,0.5258029038429666,0.166590247916274,-0.11793253911247092,5.517743034368457e-07,2.451480108233679e-07
wave,0,350,0,0,3.393281535172257e-13,3.475901243794234e-13,9.925385414470428e-07,0.12384084757355038,2.137126895007898,0.24960526101398472,-0.5013492169517357,0.16856585936255372,0.042862809558670084,-0.07070091698380386,6.319391881673148e-07,1.5414216100777926e-07
wave,0,350,0,1,3.393281535172257e-13,3.475901243794234e-13,9.925385414470428e-07,0.7077641003858368,1.5912030827113746,2.055206120085211,-0.5013492169517357,0.16856585936255375,-0.10970859012761212,-0.31998093494721463,4.997495269566277e-07,4.672967487676205e-07
wave,0,360,0,0,2.92289056107529e-13,3.0405415263190335e-13,1.1146812747827323e-06,0.13196084726711785,0.9487954678770991,0.2662529625867795,-0.8443073949189227,-0.05200029442464316,-0.1303884937196953,-0.10765049576749747,5.694856703667181e-07,1.463826693014935e-07
wave,0,360,0,1,2.92289056107529e-13,3.0405415263190335e-13,1.1146812747827323e-06,0.8027967780707522,1.6647438405004829,2.8963792791746914,-0.8443073949189226,-0.052000294424643156,0.10008889724579327,-0.7240386835559108,4.7392865630099073e-07,4.6687382582320205e-07
wave,0,370,0,0,1.1685768836555196e-13,1.1726610958184863e-13,7.115359544889881e-07,0.06561039085381386,2.011927262257466,0.13150422946059742,-0.35986598939953857,0.043343262611569976,-0.0010147941925939047,-0.048848180170054205,3.737089312482282e-07,3.9167277991603414e-08
wave,0,370,0,1,1.1685768836555196e-13,1.1726610958184863e-13,7.115359544889881e-07,0.6693335282405803,1.6956364042240915,1.8307775965673971,-0.3598659893995385,0.043343262611569976,-0.06564190332790969,-0.22444016954946655,2.9266793760942953e-07,2.650462993081057e-07
wave,0,380,0,0,5.467882173450679e-14,5.427327506462771e-14,2.7762737096291195e-07,0.12298253620549053,-1.6010578068699381,0.24784859112458282,-0.3796683200865495,0.07580751658530571,0.012736552838612027,0.07563945108374576,2.518554197705393e-07,7.404759731199214e-08
wave,0,380,0,1,5.467882173450679e-14,5.427327506462771e-14,2.7762737096291195e-07,0.5869435658199595,1.634498823660965,1.45687153443439,-0.3796683200865495,0.07580751658530571,-0.042901296666911046,-0.23856858468346873,1.8708322341759886e-07,1.6008806234526538e-07
wave,0,390,0,0,2.1495734065355764e-14,1.9621272692932258e-14,3.212615871206062e-08,0.16855034905157507,1.5097198075523732,0.3420024439571351,-0.592142768312102,-0.0291167176315147,-0.007563991147854224,-0.12396618443588121,1.5380777504590834e-07,4.946120142293066e-08
wave,0,390,0,1,2.1495734065355764e-14,1.9621272692932258e-14,3.212615871206062e-08,0.21130968499674613,-1.6076607055667134,0.43240581201129724,-0.5921427683121019,-0.029116717631514702,0.018309193960084583,0.1675284020806631,1.0222735713481561e-07,4.195248431602993e-08
wave,0,400,0,0,2.2201156312906774e-14,2.1761477323580954e-14,9.126906955903938e-08,0.1469481124613159,1.7160284339551954,0.2971264857520487,-0.5584236929720254,0.06652223452091874,0.0037280841059501653,-0.128841710878239,1.5654341851667216e-07,5.036601590200738e-08
wave,0,400,0,1,2.2201156312906774e-14,2.1761477323580954e-14,9.126906955903938e-08,0.19305795538954462,-1.5031513054839858,0.39353493563810316,-0.5584236929720254,0.06652223452091877,0.014203044128684427,0.15703340387315737,1.0612420262486116e-07,4.2576701442640484e-08
wave,0,410,0,0,2.1342931153222672e-14,1.9528994733656344e-14,7.999760039788068e-08,0.16783608921100895,1.5760791922465387,0.34051092550608614,-0.600101869747758,-0.02605063352992377,-0.006890330842896633,-0.12059575385169169,1.5271130037741708e-07,4.959253025539946e-08
wave,0,410,0,1,2.1342931153222672e-14,1.9528994733656344e-14,7.999760039788068e-08,0.2124165527433671,-1.6601868387935605,0.43477788843490406,-0.600101869747758,-0.02605063352992379,0.01898283075395432,0.17089883475170592,1.0123872802349105e-07,4.17820383593401e-08
wave,0,420,0,0,2.143214857658731e-14,1.876566086904076e-14,3.50377637240879e-08,0.24555205344510259,-1.587812049847944,0.50665380484805,-0.5490847312386092,-0.036206434302292104,-0.002484095987596354,0.15436403799869677,1.5996415879728287e-07,6.87779893127585e-08
wave,0,420,0,1,2.143214857658731e-14,1.876566086904076e-14,3.50377637240879e-08,0.19056780874536441,-1.6689300940617995,0.3882657384246444,-0.5490847312386092,-0.03620643430229211,0.01712438631393242,0.13459916052338297,1.0513031188464865e-07,3.886593445780815e-08
wave,0,430,0,0,2.2908912563364928e-14,2.1374661237926446e-14,3.4926485305148096e-08,0.1620618364064483,1.4840863333120924,0.32847322968527737,-0.619476518574819,-0.03146203233267845,-0.006960597319028004,-0.10063818790043413,1.606340533476619e-07,4.3911597768940795e-08
wave,0,430,0,1,2.2908912563364928e-14,2.1374661237926446e-14,3.4926485305148096e-08,0.2931369593513377,1.5404687683570515,0.6132666961568756,-0.619476518574819,-0.03146203233267845,0.014753428008243048,-0.23633023914821347,1.0905288260011322e-07,6.01879434600825e-08
wave,0,440,0,0,2.6659564882258152e-14,2.6798410656207673e-14,2.644845011259074e-08,0.14251555843143934,1.4077779805505597,0.2879746979532766,-0.27465759750636265,-0.217630632464427,0.01871038753150397,-0.08262061546941536,1.7924135331094063e-07,5.1864250093346896e-08
wave,0,440,0,1,2.6659564882258152e-14,2.6798410656207673e-14,2.644845011259074e-08,0.17256622081779727,-1.7825902519693135,0.3503988341736507,-0.27465759750636265,-0.217630632464427,0.0006976143947817315,0.09918312154752407,1.2057741312885436e-07,4.2780764026674155e-08
wave,0,450,0,0,2.4615863435084094e-14,2.331355937015196e-14,3.7552583188035406e-08,0.16418182025664152,1.4957096318864684,0.3328886847043237,-0.2393732336947064,-0.027920975144651132,0.004001058780229393,-0.0421682820847273,1.7403458000681067e-07,4.464863662309602e-08
wave,0,450,0,1,2.4615863435084094e-14,2.331355937015196e-14,3.7552583188035406e-08,0.27956882240767444,1.5773849585453938,0.5824115764786283,-0.2393732336947064,-0.027920975144651132,0.019208262925971033,-0.07986732190673465,1.1814159577623067e-07,5.884255151014566e-08
wave,0,460,0,0,2.1494379836234804e-14,1.8839387572866484e-14,4.021777261949817e-08,0.24420972876967598,-1.6149414957304817,0.5037075579513933,-0.5449277549603998,-0.030848039036951685,0.006623978774335999,0.1527880385005043,1.6024189755614233e-07,6.881719564459196e-08
wave,0,460,0,1,2.1494379836234804e-14,1.8839387572866484e-14,4.021777261949817e-08,0.18976893404812373,-1.6046160322699445,0.38657696400810804,-0.5449277549603998,-0.030848039036951692,0.005555910419094709,0.13847206842879056,1.0549866950710289e-07,3.895357369252681e-08
wave,0,470,0,0,2.0217561935890393e-14,1.918801038658416e-14,3.8523474530106655e-08,0.16276486697989226,1.5190430560394839,0.3299369629782011,-0.5243188140988013,-0.03582599034872022,-0.002541517142513331,-0.13952027440897427,1.5144885451694632e-07,4.9944507060192954e-08
wave,0,470,0,1,2.0217561935890393e-14,1.918801038658416e-14,3.8523474530106655e-08,0.20292010454104417,-1.6422191364579077,0.4144824735914258,-0.5243188140988013,-0.03582599034872022,0.02790718867602567,0.13879957580357655,1.0166037894846344e-07,4.2127498021294796e-08
wave,0,480,0,0,2.022862026557704e-14,1.9175918886226712e-14,3.943103800936132e-08,0.1627672451395099,1.5127661526573126,0.32994191526448685,-0.524474201422275,-0.03684061834925934,-0.00366503233574638,-0.13938656141721978,1.5153784138833466e-07,4.990489527260785e-08
wave,0,480,0,1,2.022862026557704e-14,1.9175918886226712e-14,3.943103800936132e-08,0.20294194150297185,-1.647252556605247,0.41452899962221545,-0.524474201422275,-0.036840618349259356,0.02903070378746207,0.13866585993291675,1.0172574549658047e-07,4.210058052891313e-08
wave,0,490,0,0,2.6142578930496668e-14,2.6188163523728386e-14,3.857104713539111e-08,0.22152061975150444,-1.56440401006261,0.45435608131038546,-0.2227514393307183,-0.01919018168556734,-0.016801251227426203,0.10167293309750268,1.760830730611706e-07,7.549190537824643e-08
wave,0,490,0,1,2.6142578930496668e-14,2.6188163523728386e-14,3.857104713539111e-08,0.2669411304586551,1.5679892034690657,0.554033362436537,-0.2227514393307183,-0.019190181685567326,0.015442953876360513,-0.07705047537661057,1.182886350921084e-07,6.031648640895373e-08
wave,0,500,0,0,2.3103165976758695e-14,2.1704003802482574e-14,4.007037861235471e-08,0.15143813996801125,1.5450376019689123,0.3064156616255604,-0.20140858338754652,0.0021218426553877264,-0.016477367110226702,-0.032954872263450945,1.6816215467382733e-07,5.0287096504957986e-08
wave,0,500,0,1,2.3103165976758695e-14,2.1704003802482574e-14,4.007037861235471e-08,0.20098055664320208,-1.535723080154288,0.4103526260465969,-0.20140858338754652,0.002121842655387731,0.028634811804721015,0.10126128217217076,1.1209321824071731e-07,4.16329970351212e-08
wave,0,510,0,0,2.143214857658731e-14,1.876566086904076e-14,3.724193646120744e-08,0.24555205344510259,-1.5878120453018227,0.50665380484805,-0.5490847309094116,-0.0362064392947036,-0.0024840980928692406,0.15436403796481774,1.59964159008404e-07,6.877798940353186e-08
wave,0,510,0,1,2.143214857658731e-14,1.876566086904076e-14,3.724193646120744e-08,0.19056780874536447,-1.6689300895156784,0.3882657384246445,-0.5490847309094116,-0.036206439294703595,0.017124384478220112,0.13459916075693154,1.0513031202339992e-07,3.886593450910352e-08
wave,0,520,0,0,2.134665637236096e-14,1.9528994733656344e-14,3.640990038887251e-08,0.16840570305995198,1.582325525656994,0.34170034912237207,-0.5995191473329053,-0.025657415948319714,-0.006972195417231959,-0.11981903762075298,1.5277686785274016e-07,4.965307002137289e-08
wave,0,520,0,1,2.134665637236096e-14,1.9528994733656344e-14,3.640990038887251e-08,0.21288375159344783,-1.6550162155419754,0.4357796471321887,-0.5995191473329053,-0.025657415948319717,0.019064695627108774,0.1701221184489332,1.0128663981544843e-07,4.182328590535843e-08
wave,0,530,0,0,2.2871975907235576e-14,2.1374661237926446e-14,3.759596720966729e-08,0.16054766071087337,1.460262689389331,0.32532241298105613,-0.6235072326536033,-0.03238654943914756,-0.005362704702359706,-0.10035566790301836,1.602057710954261e-07,4.3813246009487784e-08
